fecha_hora,fecha,RECORD,SlrFD_W_Avg,Rain_mm_Tot,Strikes_Tot,Dist_km_Avg,WS_ms_Avg,WindDir,MaxWS_ms_Avg,AirT_C_Avg,VP_mbar_Avg,BP_mbar_Avg,ETos,Rso,RH,RHT_C,TiltNS_deg_Avg,TiltWE_deg_Avg,SlrTF_MJ_Tot,CVMeta,Invalid_Wind,TT_C_Avg,SBT_C_Avg,SHF_Avg,NR_Wm2_Avg,CNR_Wm2_Avg,Temp_TC1_C_Avg,Temp_TC2_C_Avg,SWC_5CM_Avg,SWC_40CM_Avg,archivo_origen
2025-09-02 10:00:00,2025-09-02,94,58.67,0,0,0,0.605,283.8,1.627,9.47,11.78333,1019.481,0.032,2.1959999999999997,98.4,10.1,0.017,2.2670000000000003,0.21120000000000003,013CAMPBELLCLIM50535VUE-500004413,0,10.61,9.66,-4.726999999999999,43.49,43.49,9.19,9.19,0.376,0.48600000000000004,5000
2025-09-02 11:00:00,2025-09-02,95,82.2,0,0,0,0.587,275.2,1.583,9.950000000000001,11.78333,1019.664,0.047,2.582,95.8,11,0.083,2.233,0.29580000000000006,013CAMPBELLCLIM50535VUE-500004413,0,11.48,10.61,-4.436000000000001,85,85,10.04,10.04,0.378,0.48600000000000004,5000
2025-09-02 12:00:00,2025-09-02,96,76.5,0,0,0,0.728,142.1,1.828,10.55,11.866670000000001,1019.748,0.045,2.745,91.8,11.4,0.1,2.3,0.27540000000000003,013CAMPBELLCLIM50535VUE-500004413,0,11.870000000000001,11.2,-4.015,66.59,66.59,10.97,10.97,0.385,0.48600000000000004,5000
2025-09-02 13:00:00,2025-09-02,97,167.2,0,0,0,0.892,178.7,2.182,11.25,12,1019.398,0.098,2.671,88.1,13,0.183,2.3,0.6018,013CAMPBELLCLIM50535VUE-500004413,0,14.44,12.34,-3.497,173.3,173.3,12.12,12.12,0.394,0.48700000000000004,5000
2025-09-02 14:00:00,2025-09-02,98,194.8,0,0,0,0.7979999999999999,151.9,1.96,12.229999999999999,12.05,1019.081,0.116,2.3699999999999997,81.8,14.5,0.133,2.367,0.7013999999999999,013CAMPBELLCLIM50535VUE-500004413,0,16.18,13.709999999999999,-2.863,192.4,192.4,13.62,13.62,0.391,0.48800000000000004,5000
2025-09-02 15:00:00,2025-09-02,99,181.2,0,0,0,0.8380000000000001,181.8,1.98,13.18,12,1018.8309999999999,0.11,1.866,77.7,14.8,0.117,2.2670000000000003,0.6522,013CAMPBELLCLIM50535VUE-500004413,0,16.479999999999997,14.94,-2.0589999999999997,160.4,160.4,14.97,14.98,0.39,0.48800000000000004,5000
2025-09-02 16:00:00,2025-09-02,100,176,0,0,0,1.208,156.5,3.1470000000000002,13.15,11.8,1019.031,0.097,1.2089999999999999,76.7,14.7,0.083,2.233,0.6336,013CAMPBELLCLIM50535VUE-500004413,0,15.65,14.139999999999999,-1.135,153.6,153.6,15.2,15.209999999999999,0.389,0.48800000000000004,5000
2025-09-02 17:00:00,2025-09-02,101,181.8,0,0,0,1.117,201.5,3.202,13.38,11.46667,1019.231,0.068,0.48200000000000004,73.2,14.9,0.133,2.25,0.6546000000000001,013CAMPBELLCLIM50535VUE-500004413,0,15.229999999999999,14.5,-0.28600000000000003,106.7,106.7,15.25,15.25,0.388,0.48800000000000004,5000
2025-09-02 18:00:00,2025-09-02,102,64.33,0,0,0,0.9480000000000001,177.3,2.397,13.07,11.05,1019.681,0.027,0,73.2,13.3,0.067,2.367,0.2316,013CAMPBELLCLIM50535VUE-500004413,0,12.75,13.370000000000001,0.33699999999999997,-3.738,-3.738,14.729999999999999,14.739999999999998,0.387,0.48800000000000004,5000
2025-09-02 19:00:00,2025-09-02,103,8.33,0,0,0,0.7969999999999999,141.3,1.897,12.370000000000001,10.75,1020.114,0.01,0,76.5,12.2,0,2.233,0.03,013CAMPBELLCLIM50535VUE-500004413,0,11.28,12.09,0.691,-33.83,-33.83,13.31,13.32,0.387,0.48700000000000004,5000
2025-09-02 20:00:00,2025-09-02,104,0,0,0,0,0.7829999999999999,175.9,2.195,11.93,10.96667,1020.581,0.006,0,79.4,11.8,0.083,2.3,0,013CAMPBELLCLIM50535VUE-500004413,0,10.89,11.59,0.6809999999999999,-34.57,-34.57,12.360000000000001,12.360000000000001,0.386,0.48700000000000004,5000
2025-09-02 21:00:00,2025-09-02,105,0,0,0,0,0.915,161.9,2.4219999999999997,11.42,11.05,1021.031,0.006,0,83.1,11.2,0.067,2.3,0,013CAMPBELLCLIM50535VUE-500004413,0,10.39,11.15,0.399,-33.44,-33.44,11.67,11.67,0.386,0.48700000000000004,5000
2025-09-02 22:00:00,2025-09-02,106,0,0,0,0,0.56,131.8,1.4469999999999998,10.67,10.950000000000001,1021.264,0.002,0,84.9,10.5,0.083,2.367,0,013CAMPBELLCLIM50535VUE-500004413,0,9.629999999999999,10.450000000000001,0.015,-33.61,-33.61,11.03,11.02,0.385,0.48700000000000004,5000
2025-09-02 23:00:00,2025-09-02,107,0,0,0,0,0.46,147.8,1.2329999999999999,10.47,10.76667,1021.064,0.001,0,85.5,10.4,0.1,2.25,0,013CAMPBELLCLIM50535VUE-500004413,0,9.89,10.1,-0.393,-19.630000000000003,-19.630000000000003,10.51,10.51,0.384,0.48700000000000004,5000
2025-09-03 00:00:00,2025-09-03,108,0,0,0,0,0.455,131.9,1.42,10.229999999999999,10.65,1020.664,0.001,0,86,10.2,0.05,2.3499999999999996,0,013CAMPBELLCLIM50535VUE-500004413,0,9.729999999999999,9.92,-0.7969999999999999,-19.02,-19.02,10.31,10.32,0.384,0.48700000000000004,5000
2025-09-03 01:00:00,2025-09-03,109,0,0,0,0,0.502,157.3,1.4749999999999999,10.07,10.51667,1020.5980000000001,0.001,0,84.9,10.1,0.117,2.367,0,013CAMPBELLCLIM50535VUE-500004413,0,9.719999999999999,9.76,-1.1500000000000001,-14.56,-14.56,10.1,10.1,0.383,0.48700000000000004,5000
2025-09-03 02:00:00,2025-09-03,110,0,0,0,0,0.48700000000000004,138,1.278,9.68,10.16667,1020.498,0.001,0,84.6,9.7,0.017,2.2830000000000004,0,013CAMPBELLCLIM50535VUE-500004413,0,9.34,9.48,-1.444,-15.870000000000001,-15.870000000000001,9.91,9.91,0.383,0.48700000000000004,5000
2025-09-03 03:00:00,2025-09-03,111,0,0,0,0,0.748,150.6,1.765,9.53,10.05,1019.998,0.003,0,83.9,9.6,0.05,2.2830000000000004,0,013CAMPBELLCLIM50535VUE-500004413,0,9.1,9.350000000000001,-1.6900000000000002,-17.43,-17.43,9.67,9.67,0.382,0.48700000000000004,5000
2025-09-03 04:00:00,2025-09-03,112,0,0,0,0,0.465,65.6,1.1600000000000001,9.32,9.9,1019.614,0.001,0,86.1,9.1,0.067,2.25,0,013CAMPBELLCLIM50535VUE-500004413,0,8.46,9.01,-1.916,-26.85,-26.85,9.4,9.4,0.382,0.48700000000000004,5000
2025-09-03 05:00:00,2025-09-03,113,0,0,0,0,0.252,188.7,0.653,8.38,9.833333,1019.531,-0.002,0,92.1,7.8,0.033,2.2670000000000003,0,013CAMPBELLCLIM50535VUE-500004413,0,6.761,7.79,-2.137,-52.96,-52.96,8.67,8.67,0.382,0.48700000000000004,5000
2025-09-03 06:00:00,2025-09-03,114,0,0,0,0,0.382,333.9,0.8600000000000001,7.35,9.466666000000002,1019.414,-0.001,0,90.7,7,0,2.3169999999999997,0,013CAMPBELLCLIM50535VUE-500004413,0,6.212,6.335,-2.4059999999999997,-42.74,-42.74,7.332,7.337,0.381,0.48700000000000004,5000
2025-09-03 07:00:00,2025-09-03,115,0,0,0,0,0.275,53.6,0.805,7.75,9.75,1019.631,0.002,0.23700000000000002,92,7.8,0.033,2.367,0,013CAMPBELLCLIM50535VUE-500004413,0,7.646999999999999,7.293,-2.8149999999999995,-16.16,-16.16,7.332,7.33,0.381,0.48700000000000004,5000
2025-09-03 08:00:00,2025-09-03,116,9.33,0,0,0,0.323,157.2,0.807,8.05,9.816667,1019.914,0.007,0.9530000000000001,90.5,8.3,0.067,2.3,0.033600000000000005,013CAMPBELLCLIM50535VUE-500004413,0,8.29,7.866999999999999,-3.228,-0.1,-0.1,7.704,7.707,0.38,0.48700000000000004,5000
2025-09-03 09:00:00,2025-09-03,117,39.5,0,0,0,0.47500000000000003,181.3,1.105,8.55,9.933333,1020.481,0.024,1.6600000000000001,87.6,9.2,0.05,2.3169999999999997,0.14220000000000002,013CAMPBELLCLIM50535VUE-500004413,0,9.46,8.8,-3.465,32.86,32.86,8.360000000000001,8.360000000000001,0.38,0.48700000000000004,5000
2025-09-03 10:00:00,2025-09-03,118,110.2,0,0,0,0.498,271.1,1.2169999999999999,9.3,10.216669999999999,1020.814,0.064,2.234,86.4,11,0.083,2.15,0.3966,013CAMPBELLCLIM50535VUE-500004413,0,11.51,10.28,-3.533,115.7,115.7,9.52,9.52,0.38,0.48700000000000004,5000
2025-09-03 11:00:00,2025-09-03,119,196.5,0,0,0,0.8400000000000001,299.8,2.1119999999999997,10.38,10.61667,1020.848,0.113,2.617,82.8,12.7,0.1,2.3,0.7073999999999999,013CAMPBELLCLIM50535VUE-500004413,0,15.99,11.8,-3.3989999999999996,190.4,190.4,11.370000000000001,11.370000000000001,0.38,0.48700000000000004,5000
2025-09-03 12:00:00,2025-09-03,120,347.7,0,0,0,0.9470000000000001,196.4,2.272,11.27,10.733329999999999,1020.614,0.188,2.778,78.5,14.5,0.083,2.15,1.2515999999999998,013CAMPBELLCLIM50535VUE-500004413,0,19.4,13.239999999999998,-2.9749999999999996,305.1,305.1,13.02,13.02,0.38,0.48700000000000004,5000
2025-09-03 13:00:00,2025-09-03,121,516.3,0,0,0,0.937,154.1,2.225,13.2,11,1020.181,0.281,2.701,67.9,17,0.133,2.2830000000000004,1.8588,013CAMPBELLCLIM50535VUE-500004413,0,27.24,16.88,-2.2359999999999998,497.4,497.4,15.719999999999999,15.719999999999999,0.379,0.48600000000000004,5000
2025-09-03 14:00:00,2025-09-03,122,544.7,0,0,0,0.978,326.5,2.363,15.219999999999999,10.96667,1019.581,0.307,2.3979999999999997,61.9,19.1,0.167,2.233,1.9607999999999999,013CAMPBELLCLIM50535VUE-500004413,0,30.979999999999997,19.01,-1.087,539.9,539.9,18.37,18.37,0.379,0.48600000000000004,5000
2025-09-03 15:00:00,2025-09-03,123,505.7,0,0,0,1.05,325.4,2.3319999999999994,16.45,10.78333,1019.031,0.28300000000000003,1.8920000000000001,55.3,19.9,0.15000000000000002,2.217,1.8204,013CAMPBELLCLIM50535VUE-500004413,0,31.35,20.06,0.598,437,437,20.4,20.4,0.379,0.48600000000000004,5000
2025-09-03 16:00:00,2025-09-03,124,381.2,0,0,0,0.935,348,2.188,17.330000000000002,10.83333,1018.948,0.20700000000000002,1.2269999999999999,54,20.5,0.133,2.2,1.3722,013CAMPBELLCLIM50535VUE-500004413,0,28.85,20.4,2.5949999999999998,280.1,280.1,21.419999999999998,21.419999999999998,0.379,0.48600000000000004,5000
2025-09-03 17:00:00,2025-09-03,125,254.5,0,0,0,0.92,170.1,2.453,17.88,10.25,1019.231,0.13,0.494,48.2,20,0.117,2.1670000000000003,0.9162,013CAMPBELLCLIM50535VUE-500004413,0,24.05,20.110000000000003,4.446000000000001,118.7,118.7,21.479999999999997,21.479999999999997,0.379,0.48600000000000004,5000
2025-09-03 18:00:00,2025-09-03,126,101.5,0,0,0,0.733,161.6,1.7249999999999999,17.25,9.683333,1019.714,0.024,0,51.6,17.6,0.15000000000000002,2.2,0.3654,013CAMPBELLCLIM50535VUE-500004413,0,16.38,18.09,5.7090000000000005,-41.97,-41.97,20.24,20.24,0.379,0.48600000000000004,5000
2025-09-03 19:00:00,2025-09-03,127,5.333,0,0,0,0.495,143,1.265,14.38,9.450000000000001,1020.031,-0.015,0,66.6,13,0.05,2.2830000000000004,0.0192,013CAMPBELLCLIM50535VUE-500004413,0,9.350000000000001,13.59,6.037,-95.4,-95.4,16.650000000000002,16.650000000000002,0.379,0.48600000000000004,5000
2025-09-03 20:00:00,2025-09-03,128,0,0,0,0,0.193,152.5,0.43500000000000005,10.07,9.65,1020.048,-0.025,0,84.4,8.8,0.1,2.2670000000000003,0,013CAMPBELLCLIM50535VUE-500004413,0,5.623999999999999,8.629999999999999,5.468,-90.1,-90.1,12.38,12.38,0.379,0.48600000000000004,5000
2025-09-03 21:00:00,2025-09-03,129,0,0,0,0,0.21500000000000002,110.6,0.405,8.03,9.383333,1019.898,-0.023,0,88.2,7.1,0.017,2.3499999999999996,0,013CAMPBELLCLIM50535VUE-500004413,0,4.444,6.2780000000000005,4.291,-85.4,-85.4,9.1,9.09,0.379,0.48600000000000004,5000
2025-09-03 22:00:00,2025-09-03,130,0,0,0,0,0.233,180.6,0.508,7.083,9.1,1019.648,-0.023,0,91.6,6.2,0.017,2.2,0,013CAMPBELLCLIM50535VUE-500004413,0,3.724,5.585,2.823,-82.2,-82.2,7.0569999999999995,7.056,0.378,0.48600000000000004,5000
2025-09-03 23:00:00,2025-09-03,131,0,0,0,0,0.232,201,0.5700000000000001,6.1499999999999995,8.716667,1019.3309999999999,-0.022,0,93.6,5.2,-0.05,2.2830000000000004,0,013CAMPBELLCLIM50535VUE-500004413,0,2.8459999999999996,4.745,1.345,-82,-82,5.6499999999999995,5.648,0.378,0.48600000000000004,5000
2025-09-04 00:00:00,2025-09-04,132,0,0,0,0,0.14700000000000002,201.8,0.28500000000000003,5.083,8.333333,1018.998,-0.023,0,95.4,4.2,0.05,2.3169999999999997,0,013CAMPBELLCLIM50535VUE-500004413,0,2.082,3.6319999999999997,-0.037,-80.2,-80.2,4.432,4.429,0.377,0.48600000000000004,5000
2025-09-04 01:00:00,2025-09-04,133,0,0,0,0,0.197,275.1,0.543,4.467,8.05,1018.631,-0.022,0,92.1,3.6,-0.067,2.3499999999999996,0,013CAMPBELLCLIM50535VUE-500004413,0,1.681,3.0789999999999997,-1.302,-76.99000000000001,-76.99000000000001,3.4509999999999996,3.4539999999999997,0.377,0.48600000000000004,5000
2025-09-04 02:00:00,2025-09-04,134,0,0,0,0,0.23,181.5,0.522,4.533,8.116667,1018.031,-0.021,0,98.4,3.6,0,2.25,0,013CAMPBELLCLIM50535VUE-500004413,0,1.336,3.4189999999999996,-2.4509999999999996,-77.47,-77.47,3.006,3.004,0.376,0.48600000000000004,5000
2025-09-04 03:00:00,2025-09-04,135,0,0,0,0,0.21500000000000002,118.2,0.41000000000000003,3.6670000000000003,7.733333000000001,1017.2810000000001,-0.021,0,97,3,0,2.2670000000000003,0,013CAMPBELLCLIM50535VUE-500004413,0,0.8490000000000001,2.63,-3.4749999999999996,-78.54,-78.54,2.4119999999999995,2.4099999999999997,0.376,0.48500000000000004,5000
2025-09-04 04:00:00,2025-09-04,136,0,0,0,0,0.20800000000000002,66.7,0.405,3.4,7.55,1016.8309999999999,-0.021,0,97.7,2.8,-0.083,2.3329999999999997,0,013CAMPBELLCLIM50535VUE-500004413,0,0.495,2.27,-4.381,-77.6,-77.6,1.9629999999999999,1.966,0.375,0.48500000000000004,5000
2025-09-04 05:00:00,2025-09-04,137,0,0.034,0,0,0.202,183.1,0.392,3.067,7.4,1016.6980000000001,-0.021,0,97.1,2.4,-0.017,2.367,0,013CAMPBELLCLIM50535VUE-500004413,0,0.228,2.034,-5.204,-76.81,-76.81,1.598,1.599,0.375,0.48500000000000004,5000
2025-09-04 06:00:00,2025-09-04,138,0,0,0,0,0.195,249.6,0.47700000000000004,2.583,7.1499999999999995,1016.648,-0.021,0,97.6,1.7,-0.083,2.383,0,013CAMPBELLCLIM50535VUE-500004413,0,-0.466,1.357,-5.952,-76.66999999999999,-76.66999999999999,1.079,1.083,0.374,0.48500000000000004,5000
2025-09-04 07:00:00,2025-09-04,139,0.33299999999999996,0.034,0,0,0.42300000000000004,228.2,0.8470000000000001,3.3,7.35,1016.664,0.002,0.255,99.5,2.7,-0.017,2.25,0.0012000000000000001,013CAMPBELLCLIM50535VUE-500004413,0,0.15700000000000003,2.4899999999999998,-6.627999999999999,-75.73,-75.73,1.038,1.039,0.374,0.48500000000000004,5000
2025-09-04 08:00:00,2025-09-04,140,22.5,0.017,0,0,0.232,356,0.552,2.933,7.3,1016.748,0.011,0.988,94.7,2.9,-0.117,2.3169999999999997,0.081,013CAMPBELLCLIM50535VUE-500004413,0,0.921,2.026,-7.244,-50.24,-50.24,1.025,1.025,0.374,0.48500000000000004,5000
2025-09-04 09:00:00,2025-09-04,141,162.5,0,0,0,0.6799999999999999,288.7,1.48,5.9,9.166667,1017.031,0.07300000000000001,1.6880000000000002,100,8,-0.033,2.2830000000000004,0.585,013CAMPBELLCLIM50535VUE-500004413,0,6.212,5.338,-7.7669999999999995,140.3,140.3,3.018,3.021,0.373,0.48600000000000004,5000
2025-09-04 10:00:00,2025-09-04,142,310.5,0,0,0,0.8,305,1.6900000000000002,9.4,10.55,1017.3309999999999,0.15200000000000002,2.252,80.1,13.1,0.033,2.2830000000000004,1.1178,013CAMPBELLCLIM50535VUE-500004413,0,14.9,10.41,-8.1,322.2,322.2,7.4,7.4,0.373,0.48600000000000004,5000
2025-09-04 11:00:00,2025-09-04,143,450.8,0,0,0,0.808,342.7,1.795,13.219999999999999,10.91667,1017.148,0.25,2.634,65.6,17.6,0.15000000000000002,2.3,1.623,013CAMPBELLCLIM50535VUE-500004413,0,22.87,15.88,-8.05,469.4,469.4,12.88,12.870000000000001,0.373,0.48600000000000004,5000
2025-09-04 12:00:00,2025-09-04,144,551.5,0,0,0,0.8450000000000001,94.6,1.9249999999999998,16.38,10.91667,1016.714,0.32999999999999996,2.795,54.4,20.4,0.1,2.2670000000000003,1.9853999999999998,013CAMPBELLCLIM50535VUE-500004413,0,29.2,19.79,-7.401000000000001,547.6,547.6,17.57,17.57,0.372,0.48600000000000004,5000
2025-09-04 13:00:00,2025-09-04,145,598.3,0,0,0,0.8480000000000001,37.1,1.9549999999999998,18.979999999999997,10.91667,1016.131,0.376,2.721,45.6,23.1,0.25,2.233,2.154,013CAMPBELLCLIM50535VUE-500004413,0,34.37,23.25,-5.953,573.2,573.2,21.37,21.36,0.372,0.48600000000000004,5000
2025-09-04 14:00:00,2025-09-04,146,579.2,0,0,0,0.8520000000000001,63.4,2.182,21.08,10.1,1015.548,0.375,2.425,37.4,24.6,0.28300000000000003,2.2,2.085,013CAMPBELLCLIM50535VUE-500004413,0,36.94,25.68,-3.701,520,520,24.259999999999998,24.259999999999998,0.372,0.48600000000000004,5000
2025-09-04 15:00:00,2025-09-04,147,512.5,0,0,0,0.99,161,2.36,22.17,9.616667,1015.131,0.33099999999999996,1.9169999999999998,34.5,25.2,0.267,2.15,1.845,013CAMPBELLCLIM50535VUE-500004413,0,36.17,26.09,-0.929,422.6,422.6,26.05,26.04,0.373,0.48600000000000004,5000
2025-09-04 16:00:00,2025-09-04,148,408,0,0,0,1.107,209.8,2.567,22.279999999999998,9.233334,1014.914,0.26,1.25,35.1,24.8,0.233,2.117,1.4687999999999999,013CAMPBELLCLIM50535VUE-500004413,0,32.49,25.17,1.8880000000000001,291.2,291.2,26.6,26.6,0.373,0.48600000000000004,5000
2025-09-04 17:00:00,2025-09-04,149,264.8,0,0,0,1.1880000000000002,152,3.025,21.93,9.633334,1015.031,0.163,0.506,37.9,23.6,0.25,2.2,0.9534,013CAMPBELLCLIM50535VUE-500004413,0,26.89,23.86,4.248,120,120,26.02,26.02,0.373,0.48600000000000004,5000
2025-09-04 18:00:00,2025-09-04,150,102.7,0,0,0,0.995,125.2,2.798,20.23,9.4,1015.4639999999999,0.039,0,42.3,20.3,0.233,2.3,0.3696,013CAMPBELLCLIM50535VUE-500004413,0,18.04,20.8,5.789000000000001,-41.01,-41.01,23.8,23.8,0.373,0.48600000000000004,5000
2025-09-04 19:00:00,2025-09-04,151,6,0,0,0,0.457,167.1,1.513,16.830000000000002,9.433333,1015.9639999999999,-0.015,0,54.7,15.3,0.2,2.3169999999999997,0.0216,013CAMPBELLCLIM50535VUE-500004413,0,10.79,15.77,6.303,-96.5,-96.5,19.439999999999998,19.439999999999998,0.373,0.48500000000000004,5000
2025-09-04 20:00:00,2025-09-04,152,0,0,0,0,0.33999999999999997,80.1,0.802,13.7,9.950000000000001,1016.1980000000001,-0.022,0,70,12.6,0.117,2.217,0,013CAMPBELLCLIM50535VUE-500004413,0,8.15,12.15,5.836,-86.3,-86.3,15.229999999999999,15.229999999999999,0.373,0.48500000000000004,5000
2025-09-04 21:00:00,2025-09-04,153,0,0,0,0,0.255,107.9,0.635,11.8,10.58333,1016.214,-0.024,0,79.6,10.9,0.083,2.2670000000000003,0,013CAMPBELLCLIM50535VUE-500004413,0,6.837,9.950000000000001,4.726,-83.3,-83.3,12.26,12.26,0.373,0.48500000000000004,5000
2025-09-04 22:00:00,2025-09-04,154,0,0,0,0,0.318,134.6,0.59,10.25,10.48333,1016.2980000000001,-0.022,0,85.2,9.4,0.05,2.2670000000000003,0,013CAMPBELLCLIM50535VUE-500004413,0,6.153,8.850000000000001,3.3729999999999998,-79.82,-79.82,10.16,10.16,0.373,0.48500000000000004,5000
2025-09-04 23:00:00,2025-09-04,155,0,0,0,0,0.24800000000000003,66.6,0.48500000000000004,9.02,10.15,1016.1980000000001,-0.023,0,91.5,8,0,2.367,0,013CAMPBELLCLIM50535VUE-500004413,0,4.9110000000000005,7.669,2.025,-77.2,-77.2,8.56,8.56,0.373,0.48500000000000004,5000
2025-09-05 00:00:00,2025-09-05,156,0,0,0,0,0.223,263.7,0.535,7.583,9.766666,1016.081,-0.023,0,93.6,6.7,0,2.2830000000000004,0,013CAMPBELLCLIM50535VUE-500004413,0,4.268,6.341,0.771,-74.59,-74.59,7.109999999999999,7.109999999999999,0.372,0.48500000000000004,5000
2025-09-05 01:00:00,2025-09-05,157,0,0,0,0,0.24000000000000002,314.7,0.53,6.816999999999999,9.5,1015.998,-0.023,0,97.3,6,0.017,2.383,0,013CAMPBELLCLIM50535VUE-500004413,0,3.651,5.752,-0.39,-76.14,-76.14,6.099,6.095,0.372,0.48500000000000004,5000
2025-09-05 02:00:00,2025-09-05,158,0,0,0,0,0.17200000000000001,21.2,0.355,6.033,9.066667,1015.814,-0.023,0,96.9,5.2,-0.017,2.3329999999999997,0,013CAMPBELLCLIM50535VUE-500004413,0,3.0519999999999996,4.826,-1.4549999999999998,-73.1,-73.1,5.1499999999999995,5.1499999999999995,0.372,0.48500000000000004,5000
2025-09-05 03:00:00,2025-09-05,159,0,0,0,0,0.197,183.1,0.392,5.5169999999999995,8.816667,1015.398,-0.022,0,97.8,4.9,-0.067,2.3499999999999996,0,013CAMPBELLCLIM50535VUE-500004413,0,2.724,4.402,-2.424,-71.61,-71.61,4.495,4.495,0.371,0.48500000000000004,5000
2025-09-05 04:00:00,2025-09-05,160,0,0,0,0,0.322,269.3,0.775,5.5169999999999995,8.716666,1015.114,-0.021,0,91.2,4.9,0.017,2.3,0,013CAMPBELLCLIM50535VUE-500004413,0,3.024,4.6259999999999994,-3.3099999999999996,-73.9,-73.9,4.081,4.083,0.371,0.48500000000000004,5000
2025-09-05 05:00:00,2025-09-05,161,0,0.017,0,0,0.33299999999999996,144,0.765,5.883,9.033332999999999,1015.3639999999999,-0.021,0,99.2,4.7,0,2.3329999999999997,0,013CAMPBELLCLIM50535VUE-500004413,0,2.3509999999999995,4.978000000000001,-4.106999999999999,-75,-75,4.251,4.25,0.37,0.48500000000000004,5000
2025-09-05 06:00:00,2025-09-05,162,0,0.017,0,0,0.24000000000000002,143.4,0.48000000000000004,4.35,8.183333,1015.731,-0.021,0,98.4,3.7,0.033,2.3,0,013CAMPBELLCLIM50535VUE-500004413,0,1.389,3.368,-4.794,-72.89,-72.89,3.36,3.36,0.37,0.48500000000000004,5000
2025-09-05 07:00:00,2025-09-05,163,0.33299999999999996,0.017,0,0,0.43500000000000005,252.8,0.97,4.8,8.116667,1015.948,0.002,0.269,94.1,4.6,-0.033,2.383,0.0012000000000000001,013CAMPBELLCLIM50535VUE-500004413,0,2.2,3.909,-5.4190000000000005,-73.02,-73.02,2.933,2.9309999999999996,0.37,0.48500000000000004,5000
2025-09-05 08:00:00,2025-09-05,164,23.5,0.017,0,0,0.365,229.8,0.722,5.533,8.850000000000001,1016.548,0.012,0.999,97.5,5.1,-0.083,2.3329999999999997,0.08460000000000001,013CAMPBELLCLIM50535VUE-500004413,0,3.573,4.918,-6.018,-45.309999999999995,-45.309999999999995,3.5949999999999998,3.598,0.369,0.48500000000000004,5000
2025-09-05 09:00:00,2025-09-05,165,158.3,0.017,0,0,0.613,302.1,1.347,7.467,10.216669999999999,1017.114,0.07500000000000001,1.7,100,9.5,0.05,2.25,0.5700000000000001,013CAMPBELLCLIM50535VUE-500004413,0,8.04,6.906000000000001,-6.5,132.9,132.9,5.116,5.116999999999999,0.369,0.48500000000000004,5000
2025-09-05 10:00:00,2025-09-05,166,296.3,0,0,0,0.632,94.5,1.513,10.729999999999999,11.53333,1017.498,0.15300000000000002,2.2630000000000003,82,14.4,0.05,2.367,1.0668,013CAMPBELLCLIM50535VUE-500004413,0,16.08,11.850000000000001,-6.75,297.6,297.6,9.1,9.1,0.369,0.48500000000000004,5000
2025-09-05 11:00:00,2025-09-05,167,438.7,0,0,0,0.77,123.7,1.9549999999999998,13.850000000000001,11.66667,1017.531,0.24700000000000003,2.646,66.8,18.1,0.2,2.3329999999999997,1.5792,013CAMPBELLCLIM50535VUE-500004413,0,23.77,16.959999999999997,-6.64,450,450,14.1,14.09,0.369,0.48500000000000004,5000
2025-09-05 12:00:00,2025-09-05,168,540,0,0,0,0.752,189,1.832,16.9,12.03333,1017.1980000000001,0.327,2.803,57.8,21.3,0.133,2.25,1.944,013CAMPBELLCLIM50535VUE-500004413,0,30.21,20.49,-5.992,538,538,18.55,18.55,0.368,0.48500000000000004,5000
2025-09-05 13:00:00,2025-09-05,169,592.3,0,0,0,0.8130000000000001,83.7,2.278,19.47,11.66667,1016.5980000000001,0.376,2.731,46.1,23.5,0.317,2.2670000000000003,2.1323999999999996,013CAMPBELLCLIM50535VUE-500004413,0,34.57,23.74,-4.616,559.8,559.8,22.16,22.150000000000002,0.368,0.48500000000000004,5000
2025-09-05 14:00:00,2025-09-05,170,576.5,0,0,0,0.888,176.2,2.36,21.73,10.93333,1015.9309999999999,0.379,2.4309999999999996,40.3,25.2,0.267,2.217,2.0753999999999997,013CAMPBELLCLIM50535VUE-500004413,0,36.91,25.939999999999998,-2.4419999999999997,518.1,518.1,24.979999999999997,24.979999999999997,0.368,0.48500000000000004,5000
2025-09-05 15:00:00,2025-09-05,171,511.3,0,0,0,1.045,165.6,3.005,22.73,10.53333,1015.314,0.33499999999999996,1.9229999999999998,39,25.6,0.35,2.233,1.8408,013CAMPBELLCLIM50535VUE-500004413,0,36.21,26.43,0.23600000000000002,424.8,424.8,26.7,26.7,0.369,0.48500000000000004,5000
2025-09-05 16:00:00,2025-09-05,172,407.7,0,0,0,1.1880000000000002,158.6,3.113,22.5,10.96667,1014.9309999999999,0.262,1.251,41.5,25,0.3,2.1830000000000003,1.4675999999999998,013CAMPBELLCLIM50535VUE-500004413,0,33.07,25.3,2.9419999999999997,297.5,297.5,27.05,27.05,0.369,0.48500000000000004,5000
2025-09-05 17:00:00,2025-09-05,173,266.7,0,0,0,1.2329999999999999,164.5,3.193,21.82,11.716669999999999,1014.814,0.163,0.51,45.8,23.6,0.2,2.133,0.96,013CAMPBELLCLIM50535VUE-500004413,0,27.05,23.610000000000003,5.196999999999999,128,128,26.32,26.32,0.369,0.48500000000000004,5000
